id,title,published_at,source_name,source_type,url,full_text,author,section,language,retrieved_at,data_source
06c91074ae177981088b2f009e2f4070,"Building repairs must be more people centric, says Housing Ombudsman",2025-12-11T10:01:25Z,Construction Management - All News,RSS,https://constructionmanagement.co.uk/building-repairs-must-be-more-people-centric,"Housing associations and local authorities must prioritise people-focused building repair services to avoid serious failings, according to a new Housing Ombudsman report. The post Building repairs must be more people centric, says Housing Ombudsman appeared first on Construction Management.",Nadine Buddoo,News,en,2025-12-25T18:32:00.541906Z,news
dabb3a2441968ac086841b44ea9470ef,Construction firms fined following site safety failings,2025-12-11T09:20:12Z,Construction Management - All News,RSS,https://constructionmanagement.co.uk/construction-firms-fined-following-site-safety-failings,A property refurbishment company and a roofing contractor have both been fined after a worker fell from scaffolding and suffered life-changing injuries. The post Construction firms fined following site safety failings appeared first on Construction Management.,Nadine Buddoo,News,en,2025-12-25T18:32:00.541974Z,news
f59c9df498b39dec3752cdd5d8d654c6,‘Unacceptable’ BSR delays threaten 1.5m homes target,2025-12-11T00:05:00Z,Construction Management - All News,RSS,https://constructionmanagement.co.uk/unacceptable-bsr-delays-threaten-1-5m-homes-target,Delays caused by the Building Safety Regulator’s (BSR) approval processes are reportedly leaving residents in unsafe buildings and increasing costs for leaseholders. The post ‘Unacceptable’ BSR delays threaten 1.5m homes target appeared first on Construction Management.,Nadine Buddoo,News,en,2025-12-25T18:32:00.542040Z,news
cb95aafbcdf31ddb1fcc932148afa67d,Contractor sentenced after worker falls from height,2025-12-09T09:00:00Z,Construction Management - All News,RSS,https://constructionmanagement.co.uk/contractor-sentenced-after-worker-falls-from-height,"A construction company in Hampshire has been fined £80,000 after a man fell more than 15ft through a skylight during roof repair work. The post Contractor sentenced after worker falls from height appeared first on Construction Management.",Nadine Buddoo,News,en,2025-12-25T18:32:00.542106Z,news
3413f5efc81996ab9f798217f5a4365d,McLaren kicks off main works at Wrexham’s stadium,2025-12-08T08:30:00Z,Construction Management - All News,RSS,https://constructionmanagement.co.uk/mclaren-kicks-off-main-works-at-wrexhams-stadium,"McLaren Construction has broken ground on the redevelopment of the Kop Stand at Wrexham AFC’s stadium, StōK Cae Ras. The post McLaren kicks off main works at Wrexham’s stadium appeared first on Construction Management.",Nadine Buddoo,News,en,2025-12-25T18:32:00.542171Z,news
b164f7b83df760f5cadf0f9b1bae37df,Roofer sentenced after ‘flagrant disregard’ for HSE,2025-12-04T10:42:48Z,Construction Management - All News,RSS,https://constructionmanagement.co.uk/roofer-sentenced-after-flagrant-disregard-for-hse,A roofer has been sentenced after failing to comply with requests for information from a Health and Safety Executive (HSE) inspector. The post Roofer sentenced after ‘flagrant disregard’ for HSE appeared first on Construction Management.,Nadine Buddoo,News,en,2025-12-25T18:32:00.542233Z,news
e08b0586fb512dd8d42b455ede053c00,Lower Thames Crossing contractors begin search for TBM,2025-12-04T10:34:29Z,Construction Management - All News,RSS,https://constructionmanagement.co.uk/lower-thames-crossing-contractors-begin-search-for-tbm,Government has given the greenlight for contractors on the Lower Thames Crossing project to begin procurement of a tunnel boring machine (TBM). The post Lower Thames Crossing contractors begin search for TBM appeared first on Construction Management.,Nadine Buddoo,News,en,2025-12-25T18:32:00.542298Z,news
59a4cc8d42c6ddeffc33f19f273f93d0,Iconic London markets poised for Royal Docks relocation,2025-12-04T09:25:31Z,Construction Management - All News,RSS,https://constructionmanagement.co.uk/iconic-london-markets-poised-for-royal-docks-relocation,Billingsgate and Smithfield markets could be moving to a new site in East London’s Royal Docks as part of a new proposal for the sites. The post Iconic London markets poised for Royal Docks relocation appeared first on Construction Management.,Nadine Buddoo,News,en,2025-12-25T18:32:00.542362Z,news
611932e6c91195fe305d62a46ad9dc19,Balfour Beatty trials hydrogen technology for rail plant,2025-12-04T09:13:59Z,Construction Management - All News,RSS,https://constructionmanagement.co.uk/balfour-beatty-trials-hydrogen-technology-for-rail-plant,Balfour Beatty has completed a trial of Engine Carbon Clean (ECC) technology as part of its mission to reduce emissions across its rail operations. The post Balfour Beatty trials hydrogen technology for rail plant appeared first on Construction Management.,Nadine Buddoo,News,en,2025-12-25T18:32:00.542426Z,news
43ab397159b4b69e10ac9b487b2dd5d7,Hinkley JV issued enforcement notice after ‘fire safety shortfalls’,2025-12-02T14:27:08Z,Construction Management - All News,RSS,https://constructionmanagement.co.uk/hinkley-jv-issued-enforcement-notice-after-fire-safety-shortfalls,The Office for Nuclear Regulation (ONR) has served a fire enforcement notice after identifying “significant fire safety shortfalls” at the Hinkley Point C nuclear construction site. The post Hinkley JV issued enforcement notice after ‘fire safety shortfalls’ appeared first on Construction Management.,Nadine Buddoo,News,en,2025-12-25T18:32:00.542492Z,news
d065cac74bb36fbb5cf0d80326c0fc2c,CPA releases new guidance for cranes near railways,2025-12-02T10:38:28Z,Construction Management - All News,RSS,https://constructionmanagement.co.uk/cpa-releases-new-guidance-for-cranes-near-railways,The Construction Plant-hire Association (CPA) has released new guidance for cranes operating near live rail environments. The post CPA releases new guidance for cranes near railways appeared first on Construction Management.,Nadine Buddoo,News,en,2025-12-25T18:32:00.542552Z,news
c5f8f1c75230a4c59e71ba3f1e821b41,BSR ‘cautiously optimistic’ amid Gateway 2 progress,2025-12-01T14:11:25Z,Construction Management - All News,RSS,https://constructionmanagement.co.uk/bsr-cautiously-optimistic-amid-gateway-2-progress,The Building Safety Regulator (BSR) has reported its highest monthly volume of Gateway 2 determinations to date. The post BSR ‘cautiously optimistic’ amid Gateway 2 progress appeared first on Construction Management.,Nadine Buddoo,News,en,2025-12-25T18:32:00.542615Z,news
53bd928b458009f560477bbd03a3e799,Manchester Town Hall restoration costs rise to £525m,2025-12-01T11:11:20Z,Construction Management - All News,RSS,https://constructionmanagement.co.uk/manchester-town-hall-restoration-costs-rise-to-525m,Manchester City Council has confirmed its Town Hall restoration project will cost an additional £95 million. The post Manchester Town Hall restoration costs rise to £525m appeared first on Construction Management.,Nadine Buddoo,News,en,2025-12-25T18:32:00.542678Z,news
9a8ea772523042fd3cbe46c7aeb90adc,McLaren to build UK’s largest timber-frame office in London,2025-11-27T11:07:20Z,Construction Management - All News,RSS,https://constructionmanagement.co.uk/mclaren-to-build-uks-largest-timber-frame-office-in-london,McLaren Construction has been appointed by developer Global Holdings Management Group to construct what the companies said will be the largest all-timber frame office building in the UK. The post McLaren to build UK’s largest timber-frame office in London appeared first on Construction Management.,Cristina Lago,News,en,2025-12-25T18:32:00.542741Z,news
3349a89310cc6a6575a2a9c9c242d8b5,ICYMI: watch a predictive rail maintenance robot in action,2022-09-05T10:00:00Z,Construction Management - Technology,RSS,https://constructionmanagement.co.uk/icymi-watch-a-predictive-rail-maintenance-robot-in-action,Robots continue their march: there’s now a robot that can carry out predictive rail maintenance robot. The post ICYMI: watch a predictive rail maintenance robot in action appeared first on Construction Management.,Justin Stanton,Technology,en,2025-12-25T18:32:03.996227Z,news
71ab0c6c802ad88b037de171b56ad150,Drones go underground for Scottish Water,1969-12-31T23:00:00Z,Construction Management - Technology,RSS,https://constructionmanagement.co.uk/drones-go-underground-for-scottish-water,Scottish Water is using LiDAR-equipped drones to survey its network of sewers. The post Drones go underground for Scottish Water appeared first on Construction Management.,,Technology,en,2025-12-25T18:32:03.996326Z,news
f69762694da6955fb7200b52246debde,Space Agency-backed project aims to use satellite data to protect utilities,1969-12-31T23:00:00Z,Construction Management - Technology,RSS,https://constructionmanagement.co.uk/space-agency-backed-project-aims-to-use-satellite-data-to-protect-utilities,Geospatial technology specialist MGISS and two northern utility providers have launched a project to use satellite data to detect risks posed to utility services by new building developments. The post Space Agency-backed project aims to use satellite data to protect utilities appeared first on Construction Management.,,Technology,en,2025-12-25T18:32:03.996411Z,news
f30fd101c42114b4a4e23e272f212ce4,Caterpillar Adds Joystick Option to New Cat 140 Motor Grader,2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/caterpillar-adds-joystick-option-to-new-cat-140-motor-grader/69988,"Caterpillar introduces joystick option for the new Cat 140 motor grader, enhancing operator comfort, efficiency, and safety with advanced features like joystick controls, rearview camera, and integrated grade control system. Visit cat.com for more details....",,,en,2025-12-25T18:32:05.028174Z,news
a1bc624a9730dd8bb77859caa7a65c36,Stellar Celebrates Another Year of Giving With United Way of North Central Iowa Partnership,2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/stellar-celebrates-another-year-of-giving-with-united-way-of-north-central-iowa-partnership/69987,"Stellar Industries renews its community commitment by partnering with United Way of North Central Iowa for another year of giving. The company's employees raise funds during the holidays, with Stellar matching their donations, totaling $34,561. This initiative underscores Stellar's dedication to supporting local communities and organizations where its team members reside....",,,en,2025-12-25T18:32:05.028401Z,news
908f2db2903427c014082cdd7f4a2f18,Completion Nears for Part of LA Metro's D Line Expansion,2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/completion-nears-for-part-of-la-metros-d-line-expansion/69985,"As part of the LA Metro’s D Line expansion, builder Skanska Traylor Shea JV encountered technical challenges and prehistoric finds, including a mastodon skeleton. Phase one, with three underground stations, set to open in 2026. Innovations to reduce carbon footprint and ensure safety in gassy tunnels....",,,en,2025-12-25T18:32:05.028554Z,news
b522637af351ae9ad431bd598f529ec9,"Sundt, Jacobs Finish $597M Wastewater Treatment Upgrade",2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/sundt-jacobs-finish-597m-wastewater-treatment-upgrade/69983,"Sundt, Jacobs, and HDR completed a $597M wastewater treatment upgrade in San Mateo, CA. The project, part of a $1B Clean Water Program, includes advanced technologies to improve treatment capacity, prevent overflows, and safeguard the environment for future generations....",,,en,2025-12-25T18:32:05.028690Z,news
708a1df050766c843740a9d91cdd002c,SoCal JCB Celebrates Opening of Colton Headquarters With Open House,2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/socal-jcb-celebrates-opening-of-colton-headquarters-with-open-house/69982,"SoCal JCB celebrated the opening of its new Colton headquarters with an open house event, featuring live music, giveaways, and equipment demos. The 13,000-sq.-ft. dealership showcases JCB's machinery, including exclusive models designed for compact construction sites. The location serves Southern California and provides service support throughout the region....",,,en,2025-12-25T18:32:05.028824Z,news
46ead223a237fccdb71ac9ccec5094e5,SH 105 Widening Job in Houston Nears End,2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/sh-105-widening-job-in-houston-nears-end/69981,"SER Construction Partners LLC nears completion of the $91.5 million widening project on SH 105 in Houston. The project began in 2023, faced challenges with utility relocations and adverse weather, and included the construction of four new bridges. Salvaging existing materials and efficient concrete production were key components of the successful project....",,,en,2025-12-25T18:32:05.028952Z,news
ddfa7b5685e740a6973570792b90bb9f,Kiewit Enters Final Year of I-70 West Vail Pass Project,2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/kiewit-enters-final-year-of-i-70-west-vail-pass-project/69980,"Kiewit is set for the final year of the I-70 West Vail Pass Project, enhancing safety and traffic flow on the challenging highway stretch in Colorado. CDOT's $325 million endeavor includes auxiliary lanes, bridge reconstructions, and trail enhancements. Project targets reducing crashes and improving travel times....",,,en,2025-12-25T18:32:05.029083Z,news
c8f6e6ea19be1bc9716745ad5aca3155,Bureau of Reclamation Awards $62M Contract for Water Plant,2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/bureau-of-reclamation-awards-62m-contract-for-water-plant/69978,"The Bureau of Reclamation awarded a $62M contract to build the San Juan Lateral Pumping Plant No. 1 in New Mexico as part of the Navajo-Gallup Water Supply Project, providing safe drinking water to Navajo communities. The plant will convey water from the San Juan River to a treatment plant....",,,en,2025-12-25T18:32:05.029210Z,news
24d82f6f1f8b09289070be6c95f161d3,4Rivers Equipment Wins Bid at Colorado FFA 'Meat & Greet',2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/4rivers-equipment-wins-bid-at-colorado-ffa-meat-and-greet/69977,"4Rivers Equipment wins bid at Colorado FFA Meat & Greet fundraiser, offering $10,000 in donations to support exhibitors attending National Western Stock Show. Partnered with Ty Weathers and contributed to four other kids in beef, swine, goat, and sheep categories. Website details Weathers' journey....",,,en,2025-12-25T18:32:05.029335Z,news
d7625f694ffd006a7751bc26f36f7fa4,Mountain View Corridor Freeway Opens Ahead of Schedule,2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/mountain-view-corridor-freeway-opens-ahead-of-schedule/69976,"A stretch of Mountain View Corridor in Utah opened early, connecting Salt Lake County to Utah County. The project, accelerating due to strategic planning and favorable weather, is the first step in improving freeway infrastructure in response to the region's rapid population growth....",,,en,2025-12-25T18:32:05.029460Z,news
0ad7469ab053bd6597ff12e4b531706f,HEI Civil Colorado Division Receives 2024 Safety Award,2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/hei-civil-colorado-division-receives-2024-safety-award/69975,HEI Civil Colorado Division awarded 2024 William H. Feather Safety Award by NUCA for surpassing 1 million man-hours incident-free. Commitment to safety and teamwork recognized nationally. Visit nuca.com/events/annual-awards/ or heicivil.com for more information....,,,en,2025-12-25T18:32:05.029581Z,news
5cc263d7abe31b0f1f8d92d3fc338de6,Okla. Transportation Board Approves $85M U.S. 81 Chickasha Bypass Project,2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/oklahoma-turnpike-authority-awards-137m-in-contracts/69974,"The Oklahoma Transportation Commission approved an $85M project for a U.S. 81 bypass in Chickasha, along with other safety improvements across Grady and Okmulgee counties. A total of 21 contracts worth over $132M were awarded for road and bridge construction in the state. Moreover, the Association of Oklahoma General Contractors presented the 2025 Pharaoh Award to the Oklahoma Department of Transportation’s District 5 for a bridge reconstruction project on Interstate 40 and Airport Road in Weatherford....",,,en,2025-12-25T18:32:05.029717Z,news
2148708e2951cedb314065bc55c7638b,Oklahoma Turnpike Authority Awards $137M in Contracts,2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/oklahoma-turnpike-authority-awards-137m-in-contracts/69973,"The Oklahoma Turnpike Authority awarded $137M in contracts for five projects. Most bids were under estimates. Key projects include new East-West Connector Turnpike bridge, I-344 widening, and I-44/H.E. Bailey Turnpike rehabilitation. Construction to begin in early 2026....",,,en,2025-12-25T18:32:05.029838Z,news
c0dd7094db0b6c59d526950ed92f2431,Elliott & Frantz Inc. Is Newest Authorized Dealer for TANA North America,2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/elliott-and-frantz-inc-is-newest-authorized-dealer-for-tana-north-america/69971,"Elliott & Frantz Inc. is now an authorized dealer for TANA North America, offering sales, service and technical support for landfill compactors and waste shredders in New Jersey and parts of eastern Pennsylvania. The partnership aims to provide advanced equipment with strong customer support for waste management operations....",,,en,2025-12-25T18:32:05.029963Z,news
60b2c55cdb21b98ce90a19808c19ddfb,Cat Job Site Solutions Celebrates 20 Years of Delivering Outcomes Customized to Customer Needs,2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/cat-job-site-solutions-celebrates-20-years-of-delivering-outcomes-customized-to-customer-needs/69970,"Cat Job Site Solutions has celebrated 20 years of tailoring outcomes to customer needs. The program, formed from a pivotal whiteboard question, partners with Cat dealers and Caterpillar to offer flexible contracts and services across various industries. A future of real-time analytics and connectivity continues to drive success....",,,en,2025-12-25T18:32:05.030088Z,news
22996e8e54fda2da02286366ad41f92a,AIS Infrastructure Lands $2B in DHS Design-Build Contracts,2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/ais-infrastructure-lands-2b-in-dhs-design-build-contracts/69968,"AIS Infrastructure secures $2B in DHS design-build contracts for four projects along the southern United States border, creating new jobs and requiring skilled workforce and advanced technical security systems. Fieldwork starts Jan 2026 with completion expected in 30-36 months....",,,en,2025-12-25T18:32:05.030208Z,news
b04b841aaac0a333ba8306f63f1e3eea,NDOT Celebrates Completion of I-15 South Widening Project,2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/ndot-celebrates-completion-of-i-15-south-widening-project/69967,"NDOT celebrates completion of I-15 South Widening Project, boosting road capacity between Sloan Rd and Blue Diamond Rd in southern Nevada. $71M project finished under budget and on time, enhancing regional transport links and supporting area growth....",,,en,2025-12-25T18:32:05.030324Z,news
f78d9f30ad579e10edf5fd10623eb099,"Skanska to Build Safer, More Resilient Replacement for Aging Mission Boulevard Bridge in Jurupa Valley, Calif.",2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/skanska-to-build-safer-more-resilient-replacement-for-aging-mission-boulevard-bridge-in-jurupa-valley-calif/69966,"Skanska secures $59 million to replace Mission Boulevard Bridge in Jurupa Valley, Calif., enhancing safety and resilience for residents. Project to start in April 2026, featuring modern infrastructure and environmental improvements for sustainable transportation....",,,en,2025-12-25T18:32:05.030442Z,news
d1c6a94289b7a0f218721a8e3c81dfc0,Liebherr to Exhibit at MINEXCHANGE 2026,2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/liebherr-to-exhibit-at-minexchange-2026/69965,"Liebherr will showcase its latest mining technology at MINEXCHANGE 2026 in Salt Lake City. With over 800 booths, attendees can explore products, network, and learn about future mining solutions. Liebherr offers a full range of mining equipment and aftermarket support to reduce lifecycle costs. Visit liebherr.com for more information....",,,en,2025-12-25T18:32:05.030568Z,news
f71f269c6726fe9853845e02df7d4765,B&D Fabricators Acquires Leading Edge Attachments Inc.,2025-12-22T00:00:00Z,Construction Equipment Guide,RSS,https://constructionequipmentguide.com/bandd-fabricators-acquires-leading-edge-attachments-inc/69962,"B&amp;D Fabricators, part of Entegra Attachments, has acquired Leading Edge Attachments Inc., a supplier of patented heavy attachments. This strategic move strengthens their market position and expands product offerings, benefiting both companies and customers in the heavy attachments industry....",,,en,2025-12-25T18:32:05.030701Z,news
96c9db5825d6cd42ead51df558f930f4,"12/27/2025 - Alex Lyon & Son Sales Managers & Auctioneers, Inc.",2025-12-25T18:32:06.142579Z,CEG Auctions,RSS,https://lyonauction.com/auction/greenwich-new-york-onsite-live,"An Auction for Alex Lyon & Son Sales Managers & Auctioneers, Inc., on 12/27/2025 in Greenwich, NY",,,en,2025-12-25T18:32:06.142736Z,news
36932c7d26c316486b2898cc810e078b,12/29/2025 - J. Stout Auctions,2025-12-25T18:32:06.142762Z,CEG Auctions,RSS,https://bid.jstoutauction.com/auctions/catalog/id/88,"An Auction for J. Stout Auctions, on 12/29/2025 in Online Live",,,en,2025-12-25T18:32:06.142822Z,news
c20683ac75922b38fa1ee204773599a1,"12/29/2025 - Purple Wave, Inc.",2025-12-25T18:32:06.142836Z,CEG Auctions,RSS,https://purplewave.com/auction/251229,"An Auction for Purple Wave, Inc., on 12/29/2025 in Online",,,en,2025-12-25T18:32:06.142885Z,news
a411d36ceda2e6c2e7e500570e58b250,12/29/2025 - BigIron Online Auctions,2025-12-25T18:32:06.142897Z,CEG Auctions,RSS,https://bigiron.com/Auctions/Dec_29_2025_9A,"An Auction for BigIron Online Auctions, on 12/29/2025 in Online",,,en,2025-12-25T18:32:06.142940Z,news
d7a722802d742ffb849778c347ab9ba7,"12/30/2025 - Purple Wave, Inc.",2025-12-25T18:32:06.142952Z,CEG Auctions,RSS,https://purplewave.com/auction/251230A,"An Auction for Purple Wave, Inc., on 12/30/2025 in Online",,,en,2025-12-25T18:32:06.142994Z,news
7b5a27ff509bf3378ccc14928f08391b,12/30/2025 - BigIron Online Auctions,2025-12-25T18:32:06.143005Z,CEG Auctions,RSS,https://bigiron.com/Auctions/Dec_30_2025_9A,"An Auction for BigIron Online Auctions, on 12/30/2025 in Online",,,en,2025-12-25T18:32:06.143046Z,news
b04d6efcfee58166401a6448b4107054,12/30/2025 - Lloyd Meekins & Sons Auction Co.,2025-12-25T18:32:06.143058Z,CEG Auctions,RSS,https://meekinsauction.com/auction/1000003144_31stAnnualWinterConstructionFa.asp,"An Auction for Lloyd Meekins & Sons Auction Co., on 12/30/2025 in Lumberton, NC",,,en,2025-12-25T18:32:06.143101Z,news
95f65c0e741d3e030244f294ec5bedee,12/30/2025 - AllSurplus – A Liquidity Services Marketplace,2025-12-25T18:32:06.143169Z,CEG Auctions,RSS,https://allsurplus.com/en/construction-mining-farming/americas/filters?sellerType=Commercial,"An Auction for AllSurplus – A Liquidity Services Marketplace, on 12/30/2025 in Online",,,en,2025-12-25T18:32:06.143307Z,news
447e8fe7a173423c1c5d5cb03f01df66,12/30/2025 - J. Stout Auctions,2025-12-25T18:32:06.143320Z,CEG Auctions,RSS,https://bid.jstoutauction.com/auctions/catalog/id/89,"An Auction for J. Stout Auctions, on 12/30/2025 in Online",,,en,2025-12-25T18:32:06.143366Z,news
8edace2c8dafa153987d30f4f0a70ab7,12/30/2025 - Mideast Equipment Auctions,2025-12-25T18:32:06.143377Z,CEG Auctions,RSS,https://mideastequip.com/upcoming-auctions,"An Auction for Mideast Equipment Auctions, on 12/30/2025 in Virtual Online",,,en,2025-12-25T18:32:06.143421Z,news
76928cca7d2d14249b90a612a5065efc,12/31/2025 - Bright Star Realty and Auctions,2025-12-25T18:32:06.143433Z,CEG Auctions,RSS,https://brightstarauctions.com/listing/michiana-equipment-auction-middlebury-in-6,"An Auction for Bright Star Realty and Auctions, on 12/31/2025 in Middlebury, IN",,,en,2025-12-25T18:32:06.143476Z,news
65b59ceeb5e0df6f5906eff9905af823,"12/31/2025 - Purple Wave, Inc.",2025-12-25T18:32:06.143489Z,CEG Auctions,RSS,https://purplewave.com/auction/251231,"An Auction for Purple Wave, Inc., on 12/31/2025 in Online",,,en,2025-12-25T18:32:06.143528Z,news
465d0a746549c7f27cb1b41da86653db,12/31/2025 - Shetron Auction & Equipment LLC,2025-12-25T18:32:06.143601Z,CEG Auctions,RSS,https://shetronequipment.com/12-30-25Auction.htm,"An Auction for Shetron Auction & Equipment LLC, on 12/31/2025 in Shippensburg, PA",,,en,2025-12-25T18:32:06.143642Z,news
cc0d5e0a1a8759dd909a7af9c64d4c12,"01/04/2026 - Absolute Auction & Realty, Inc.",2025-12-25T18:32:06.143653Z,CEG Auctions,RSS,https://aarauctions.com/servlet/Search.do?auctionId=8181,"An Auction for Absolute Auction & Realty, Inc., on 01/04/2026 in Online",,,en,2025-12-25T18:32:06.143718Z,news
a812815f68eb4c929c61a6bdf13cc797,"01/05/2026 - Absolute Auction & Realty, Inc.",2025-12-25T18:32:06.143862Z,CEG Auctions,RSS,https://aarauctions.biddercentral.com/servlet/Search.do?auctionId=8144,"An Auction for Absolute Auction & Realty, Inc., on 01/05/2026 in Online",,,en,2025-12-25T18:32:06.143913Z,news
e9a4c3d8dfd58d6c27813b03a54a1f8c,"01/06/2026 - Purple Wave, Inc.",2025-12-25T18:32:06.143924Z,CEG Auctions,RSS,https://purplewave.com/auction/260106,"An Auction for Purple Wave, Inc., on 01/06/2026 in Online",,,en,2025-12-25T18:32:06.143963Z,news
16f13c8756d3453fe2a82de1b8e939f3,"01/06/2026 - Absolute Auction & Realty, Inc.",2025-12-25T18:32:06.143973Z,CEG Auctions,RSS,https://aarauctions.biddercentral.com/servlet/Search.do?auctionId=8146,"An Auction for Absolute Auction & Realty, Inc., on 01/06/2026 in Online",,,en,2025-12-25T18:32:06.144022Z,news
